DISCTAG,length,sex
3D61534A22BC4,111,F
3D61534A22BC1,95,F
3D61534A22BC0,128,F
3D61534A22BBF,127,F
3D61534A22BBE,97,F
3D61534A22BBD,85,F
3D61534A22BBC,82,F
3D61534A22BBB,99,F
3D61534A22BB9,164,F
3D61534A22BB8,120,F
3D61534A22BB7,43,F
3D61534A22BB6,88,F
3D61534A22BB5,136,F
3D61534A22BB4,167,F
3D61534A22BB3,107,F
3D61534A22BB2,147,F
3D61534A22BB1,72,F
3D61534A22BB0,148,F
3D61534A22BAF,152,F
3D61534A22BAE,112,F
3D61534A22BAD,101,F
3D61534A22BAC,135.5,F
3D61534A22BAB,83,F
3D61534A22BAA,160,F
3D61534A22BA9,90,F
3D61534A22BA8,75,F
3D61534A22BA6,105,F
3D61534A22BA5,91,F
3D61534A22BA4,150,F
3D61534A22BA3,122,F
3D61534A22BA2,99,F
3D61534A22BA1,85,F
3D61534A22B9F,120,F
3D61534A22B9E,96,F
3D61534A22B9D,86,F
3D61534A22B9C,93,F
3D61534A22B9B,83,F
3D61534A22B9A,71,F
3D61534A22B99,112,F
3D61534A22B98,109,F
3D61534A22B96,83,F
3D61534A22B95,141,F
3D61534A22B94,85,F
3D61534A22B93,125,F
3D61534A22B92,84,F
3D61534A22B91,90,F
3D61534A22B90,116,F
3D61534A22B8D,105,F
3D61534A22B8C,91,F
3D61534A22B8B,116,F
3D61534A22B8A,130,F
3D61534A22B89,116,F
3D61534A22B88,82,F
3D61534A22B87,93,F
3D61534A22B86,155,F
3D61534A22B85,113,F
3D61534A22B84,96,F
3D61534A22B83,94,F
3D61534A22B82,104,F
3D61534A22B81,107,F
3D61534A22B80,77,F
3D61534A22B7F,66,F
3D61534A22B7E,140,F
3D61534A22B7D,106,F
3D61534A22B7C,131,F
3D61534A22B7B,90,F
3D61534A22B7A,91,F
3D61534A22B79,143,F
3D61534A22B78,145,F
3D61534A22B77,94,F
3D61534A22B75,120,F
3D61534A22B74,148,F
3D61534A22B73,121,F
3D61534A22B72,123,F
3D61534A22B71,112,F
3D61534A22B70,138,F
3D61534A22B6F,123,F
3D61534A22B6E,118,F
3D61534A22B6D,93,F
3D61534A22B6C,81,F
3D61534A22B6B,83,F
3D61534A22B6A,40,F
3D61534A22B69,154,F
3D61534A22B68,75,F
3D61534A22B67,89,F
3D61534A22B66,69,F
3D61534A22B65,111,F
3D61534A22B64,146,F
3D61534A22B61,141,F
3D61534A22B60,129,F
3D61534A22B5F,149,F
3D61534A22B5E,166,F
3D61534A22B5D,90,F
3D61534A22B5C,105,F
3D61534A22B5A,96,F
3D61534A22B59,85,F
3D61534A22B58,143,F
3D61534A22B57,115,F
3D61534A22B56,99,F
3D61534A22B54,106,F
3D61534A22B53,177,F
3D61534A22B52,108,F
3D61534A22B51,127,F
3D61534A22B50,81,F
3D61534A22B4F,85,F
3D61534A22B4E,160,F
3D61534A22B4D,129,F
3D61534A22B4C,128,F
3D61534A22B4A,84,F
3D61534A22B49,83,F
3D61534A22B48,84,F
3D61534A22B47,132,F
3D61534A22B46,120,F
3D61534A22B45,123,F
3D61534A22B44,119,F
3D61534A22B43,73,F
3D61534A22B42,180,F
3D61534A22B41,119,F
3D61534A22B40,170,F
3D61534A22B3F,90,F
3D61534A22B3E,131,F
3D61534A22B3D,108,F
3D61534A22B3C,109,F
3D61534A22B3B,91,F
3D61534A22B3A,72,F
3D61534A22B39,96,F
3D61534A22B38,101,F
3D61534A22B37,85,F
3D61534A22B36,127,F
3D61534A22B35,134,F
3D61534A22B34,80,F
3D61534A22B33,127,F
3D61534A22B32,99,F
3D61534A22B31,81,F
3D61534A22B30,117,F
3D61534A22B2F,115,F
3D61534A22B2E,170,F
3D61534A22B2D,97,F
3D61534A22B2C,90,F
3D61534A22B2B,119,F
3D61534A22B2A,154,F
3D61534A22B29,84,F
3D61534A22B28,145,F
3D61534A22B27,128,F
3D61534A22B26,112,F
3D61534A22B25,76,F
3D61534A22B24,100,F
3D61534A22B23,103,F
3D61534A22B22,89,F
3D61534A22B21,149,F
3D61534A22B1F,104,F
3D61534A22B1E,100,F
3D61534A22B1D,64,F
3D61534A22B1C,116,F
3D61534A22B1B,95,F
3D61534A22B1A,85,F
3D61534A22B19,133,F
3D61534A22B17,78,F
3D61534A22B15,100,F
3D61534A22B14,124,F
3D61534A22B13,84,F
3D61534A22B12,133,F
3D61534A22B11,114,F
3D61534A22B10,92,F
3D61534A22B0D,81,F
3D61534A22B0C,90,F
3D61534A22B0A,106,F
3D61534A22B08,129,F
3D61534A22B07,106,F
3D61534A22B06,137,F
3D61534A22B05,135,F
3D61534A22B04,136,F
3D61534A22B03,84,F
3D61534A22B02,104,F
3D61534A22B01,98,F
3D61534A22B00,87,F
3D61534A22AFF,88,F
3D61534A22AFE,154,F
3D61534A22AFC,88,F
3D61534A22AFB,114,F
3D61534A22AFA,116,F
3D61534A22AF9,77,F
3D61534A22AF8,170,F
3D61534A22AF7,81,F
3D61534A22AF6,144,F
3D61534A22AF5,130,F
3D61534A22AF4,131,F
3D61534A22AF3,99,F
3D61534A22AF2,138,F
3D61534A22AF1,84,F
3D61534A22AF0,122,F
3D61534A22AEF,77,F
3D61534A22AEE,99,F
3D61534A22AED,105,F
3D61534A22AEC,96,F
3D61534A22AEA,92,F
3D61534A22AE9,93,F
3D61534A22AE8,82,F
3D61534A22AE7,100,F
3D61534A22AE6,124,F
3D61534A22AE5,75,F
3D61534A22AE4,103,F
3D61534A22AE2,81,F
3D61534A22AE1,82,F
3D61534A22AE0,94,F
3D61534A22ADF,107,F
3D61534A22ADE,140,F
3D61534A22ADD,76,F
3D61534A22ADC,109,F
3D61534A22ADB,127,F
3D61534A22ADA,92,F
3D61534A22AD9,130,F
3D61534A22AD8,109,F
3D61534A22AD7,70,F
3D61534A22AD5,90,F
3D61534A22AD1,81,F
3D61534A22AD0,43,F
3D61534A22ACD,92,F
3D61534A22ACB,88,F
3D61534A22ACA,77,F
3D61534A22AC8,110,F
3D61534A22AC7,110,F
3D61534A22AC4,94,F
3D61534A22AC3,117,F
3D61534A22AC1,94,F
3D61534A22ABC,98,F
3D61534A22AB7,94,F
3D61534A22AB3,127,F
3D61534A22AAF,89,F
3D61534A22AAE,155,F
3D61534A22AAA,139,F
3D61534A22AA9,96,F
3D61534A22AA4,129,F
3D61534A22A9E,71,F
3D61534A22A9D,107,F
3D61534A22A9C,133,F
3D61534A22A99,86,F
3D61534A22A93,130,F
3D61534A22A91,86,F
3D61534A22A8F,94,F
3D61534A22A8B,134,F
3D61534A22A88,97,F
3D61534A22A87,157,F
3D61534A22A85,130,F
3D61534A22A82,97,F
3D61534A22A81,78,F
3D61534A22A7F,81,F
3D61534A22A7D,84,F
3D61534A22A7B,83,F
3D61534A22A7A,101,F
3D61534A22A79,140,F
3D61534A22A75,154,F
3D61534A21F82,194,F
3D61534A21F81,81,F
3D61534A21F80,94,F
3D61534A21F7F,139,F
3D61534A21F7E,96,F
3D61534A21F7D,171,F
3D61534A21F7C,179,F
3D61534A21F7B,150,F
3D61534A21F7A,119,F
3D61534A21F79,99,F
3D61534A21F78,80,F
3D61534A21F75,126,F
3D61534A21F74,82,F
3D61534A21F73,161,F
3D61534A21F72,129,F
3D61534A21F71,83,F
3D61534A21F70,85,F
3D61534A21F6F,129,F
3D61534A21F6E,155,F
3D61534A21F6D,156,F
3D61534A21F6C,145,F
3D61534A21F6B,125,F
3D61534A21F6A,142,F
3D61534A21F69,94,F
3D61534A21F68,143,F
3D61534A21F67,145,F
3D61534A21F66,103,F
3D61534A21F65,100,F
3D61534A21F64,134,F
3D61534A21F63,158,F
3D61534A21F62,81,F
3D61534A21F61,77,F
3D61534A21F60,145.5,F
3D61534A21F5F,127,F
3D61534A21F5E,119,F
3D61534A21F5D,165,F
3D61534A21F5C,110,F
3D61534A21F5B,98,F
3D61534A21F5A,145,F
3D61534A21F59,162,F
3D61534A21F58,82,F
3D61534A21F57,78,F
3D61534A21F55,113,F
3D61534A21F54,138,F
3D61534A21F53,105,F
3D61534A21F52,95,F
3D61534A21F51,83,F
3D61534A21F50,77,F
3D61534A21F4F,101,F
3D61534A21F4E,100,F
3D61534A21F4D,137,F
3D61534A21F4C,96,F
3D61534A21F4B,92,F
3D61534A21F4A,86,F
3D61534A21F49,132,F
3D61534A21F48,87,F
3D61534A21F47,140,F
3D61534A21F46,150,F
3D61534A21F45,115,F
3D61534A21F44,103,F
3D61534A21F41,88,F
3D61534A21F40,100,F
3D61534A21F3F,89,F
3D61534A21F3E,129,F
3D61534A21F3D,98,F
3D61534A21F3C,94,F
3D61534A21F3B,82,F
3D61534A21F3A,91,F
3D61534A21F39,102,F
3D61534A21F38,145,F
3D61534A21F37,112,F
3D61534A21F36,153,F
3D61534A21F35,147,F
3D61534A21F34,97,F
3D61534A21F33,86,F
3D61534A21F32,89,F
3D61534A21F31,84,F
3D61534A21F30,111,F
3D61534A21F2F,91,F
3D61534A21F2E,92,F
3D61534A21F2D,126,F
3D61534A21F2C,144.5,F
3D61534A21F2B,78,F
3D61534A21F2A,91,F
3D61534A21F28,91,F
3D61534A21F27,99,F
3D61534A21F26,172,F
3D61534A21F25,164,F
3D61534A21F24,108,F
3D61534A21F23,160,F
3D61534A21F22,135,F
3D61534A21F20,84,F
3D61534A21F1F,156,F
3D61534A21F1E,135,F
3D61534A21F1D,155,F
3D61534A21F1C,88,F
3D61534A21F1B,80,F
3D61534A21F1A,143,F
3D61534A21F19,79,F
3D61534A21F18,87,F
3D61534A21F17,97,F
3D61534A21F16,86,F
3D61534A21F15,172,F
3D61534A21F14,135,F
3D61534A21F13,104,F
3D61534A21F12,100,F
3D61534A21F11,87,F
3D61534A21F10,92,F
3D61534A21F0F,109,F
3D61534A21F0E,98,F
3D61534A21F0D,85,F
3D61534A21F0C,119,F
3D61534A21F0B,75,F
3D61534A21F0A,96,F
3D61534A21F09,82,F
3D61534A21F08,94,F
3D61534A21F07,82,F
3D61534A21F06,122,F
3D61534A21F05,149,F
3D61534A21F04,87,F
3D61534A21F03,75,F
3D61534A21F02,98,F
3D61534A21F01,190,F
3D61534A21F00,95,F
3D61534A21EFF,82,F
3D61534A21EFE,94,F
3D61534A21EFD,120,F
3D61534A21EFC,160,F
3D61534A21EFB,127,F
3D61534A21EFA,125,F
3D61534A21EF9,86,F
3D61534A21EF8,160,F
3D61534A21EF7,155,F
3D61534A21EF5,195,F
3D61534A21EF3,187,F
3D61534A21EF2,119,F
3D61534A21EF1,124,F
3D61534A21EF0,106,F
3D61534A21EEF,81,F
3D61534A21EEE,180,F
3D61534A21EED,101,F
3D61534A21EEC,136,F
3D61534A21EEB,59,F
3D61534A21EEA,100,F
3D61534A21EE9,87,F
3D61534A21EE8,87,F
3D61534A21EE7,127,F
3D61534A21EE6,164,F
3D61534A21EE5,153,F
3D61534A21EE4,102,F
3D61534A21EE3,128,F
3D61534A21EE2,163,F
3D61534A21EE1,142,F
3D61534A21EE0,147,F
3D61534A21EDF,117,F
3D61534A21EDE,82,F
3D61534A21EDD,100,F
3D61534A21EDC,151,F
3D61534A21EDB,106,F
3D61534A21EDA,101,F
3D61534A21ED9,138,F
3D61534A21ED8,74,F
3D61534A21ED7,88,F
3D61534A21ED6,120,F
3D61534A21ED5,94,F
3D61534A21ED4,92,F
3D61534A21ED3,91,F
3D61534A21ED2,149,F
3D61534A21ED1,96,F
3D61534A21ED0,160,F
3D61534A21ECF,96,F
3D61534A21ECD,78,F
3D61534A21ECC,96,F
3D61534A21ECB,161,F
3D61534A21ECA,84,F
3D61534A21EC9,110,F
3D61534A21EC8,77,F
3D61534A21EC7,109,F
3D61534A21EC6,109,F
3D61534A21EC5,93,F
3D61534A21EC4,120,F
3D61534A21EC3,82,F
3D61534A21EC2,190,F
3D61534A21EC1,116,F
3D61534A21EBF,91,F
3D61534A21EBE,111,F
3D61534A21EBD,142,F
3D61534A21EBC,95,F
3D61534A21EBB,98,F
3D61534A21EB9,98,F
3D61534A21EB8,80,F
3D61534A21EB7,104,F
3D61534A21EB5,80,F
3D61534A21EB4,146,F
3D61534A21EB1,127,F
3D61534A21EB0,220,F
3D61534A21EAC,81,F
3D61534A21EAA,103,F
3D61534A21EA9,103,F
3D61534A21EA8,130,F
3D61534A21EA7,142,F
3D61534A21EA2,86,F
3D61534A21EA1,101,F
3D61534A21EA0,100,F
3D61534A21E9F,90,F
3D61534A21E9E,141,F
3D61534A21E9B,137,F
3D61534A21E9A,153,F
3D61534A21E99,89,F
3D61534A21E97,83,F
3D61534A21E96,86,F
3D61534A21E95,155,F
3D61534A21E92,123,F
3D61534A21E91,97,F
3D61534A21E90,99,F
3D61534A21E8F,151,F
3D61534A21E8D,101,F
3D61534A21E8C,109,F
3D61534A21E8A,143,F
3D61534A21E89,91,F
3D61534A21E85,100,F
3D61534A21E84,76,F
3D61534A21E83,95,F
3D61534A21E82,129,F
3D61534A21E7E,103,F
3D61534A21E7D,105,F
3D61534A21E7C,134,F
3D61534A21E7B,66,F
3D61534A21E7A,97,F
3D61534A21E79,112,F
3D61534A21E78,99,F
3D61534A21E76,130,F
3D61534A21E74,132,F
3D61534A21E71,89,F
3D61534A21E70,96,F
3D61534A21E6C,99,F
3D61534A21E6B,220,F
3D61534A21E67,135,F
3D61534A21E64,150,F
3D61534A21E63,118,F
3D61534A21E62,138,F
3D61534A21E61,141,F
3D61534A21E5E,112,F
3D61534A21E5D,147,F
3D61534A21E5B,140,F
3D61534A21E5A,89,F
3D61534A21E58,150,F
3D61534A21E56,93,F
3D61534A21E55,99,F
3D61534A21E54,112,F
3D61534A21E53,120,F
3D61534A21E52,114,F
3D61534A21E51,73,F
3D61534A21E50,172,F
3D61534A21E4F,91,F
3D61534A21E4E,141,F
3D61534A21E4D,91,F
3D61534A21E4C,131,F
3D61534A21E4A,89,F
3D61534A21E49,86,F
3D61534A21E48,85,F
3D61534A21E47,92,F
3D61534A21E46,75,F
3D61534A21E44,93,F
3D61534A21E43,90,F
3D61534A21E42,121,F
3D61534A21E41,108,F
3D61534A21E40,162,F
3D61534A21E3F,80,F
3D61534A21E3E,131,F
3D61534A21E3D,75,F
3D61534A21E3C,122,F
3D61534A21E3B,84,F
3D61534A21E3A,122,F
3D61534A21E39,89,F
3D61534A21E38,143,F
3D61534A21E37,52,F
3D61534A21E36,98,F
3D61534A21E35,103,F
3D61534A21E34,138,F
3D61534A21E33,139,F
3D61534A21E32,186,F
3D61534A21E31,92,F
3D61534A21E30,93,F
3D61534A21E2F,161,F
3D61534A21E2E,89,F
3D61534A21E2D,72,F
3D61534A21E2C,103,F
3D61534A21E2B,92,F
3D61534A21E2A,108,F
3D61534A21E29,87,F
3D61534A21E28,102,F
3D61534A21E27,82,F
3D61534A21E25,107,F
3D61534A21E24,99,F
3D61534A21E23,93,F
3D61534A21E22,106,F
3D61534A21E21,114,F
3D61534A21E20,159,F
3D61534A21E1F,121,F
3D61534A21E1E,151,F
3D61534A21E1D,87,F
3D61534A21E1C,166,F
3D61534A21E1B,81,F
3D61534A21E19,142,F
3D61534A21E18,103,F
3D61534A21E17,123,F
3D61534A21E16,140.5,F
3D61534A21E15,121,F
3D61534A21E14,160,F
3D61534A21E13,147,F
3D61534A21E12,87,F
3D61534A21E11,129,F
3D61534A21E0F,114,F
3D61534A21E0E,121,F
3D61534A21E0D,140,F
3D61534A21E0C,180,F
3D61534A21E0B,94,F
3D61534A21E0A,90,F
3D61534A21E09,127,F
3D61534A21E08,91,F
3D61534A21E07,128,F
3D61534A21E06,90,F
3D61534A21E05,82,F
3D61534A21A1C,119,F
3D61534A21A1B,48,F
3D61534A21A19,137,F
3D61534A21A18,133,F
3D61534A21A17,88,F
3D61534A21A16,80,F
3D61534A21A15,100,F
3D61534A21A14,106,F
3D61534A21A13,79,F
3D61534A21A10,83,F
3D61534A21A0F,89,F
3D61534A21A0E,108,F
3D61534A21A0D,100,F
3D61534A21A0C,83,F
3D61534A21A0A,103,F
3D61534A21A09,167,F
3D61534A21A08,144,F
3D61534A21A07,148,F
3D61534A21A06,83,F
3D61534A21A05,82,F
3D61534A21A04,124,F
3D61534A21A03,124,F
3D61534A21A02,132,F
3D61534A21A01,106,F
3D61534A21A00,125,F
3D61534A219FF,123,F
3D61534A219FE,107,F
3D61534A219FD,98,F
3D61534A219FC,168,F
3D61534A219FB,96,F
3D61534A219FA,108,F
3D61534A219F9,152,F
3D61534A219F8,156,F
3D61534A219F7,92,F
3D61534A219F6,92,F
3D61534A219F5,98,F
3D61534A219F4,141,F
3D61534A219F3,91,F
3D61534A219F2,90,F
3D61534A219F1,130,F
3D61534A219F0,171,F
3D61534A219EF,84,F
3D61534A219EE,102,F
3D61534A219ED,120,F
3D61534A219EC,118,F
3D61534A219EB,109,F
3D61534A219EA,139,F
3D61534A219E9,96,F
3D61534A219E8,143,F
3D61534A219E7,137,F
3D61534A219E6,88,F
3D61534A219E5,98,F
3D61534A219E4,132,F
3D61534A219E3,149,F
3D61534A219E2,121,F
3D61534A219E1,83,F
3D61534A219E0,113,F
3D61534A219DF,95,F
3D61534A219DE,91,F
3D61534A219DD,162,F
3D61534A219DC,134,F
3D61534A219DB,111,F
3D61534A219DA,90,F
3D61534A219D9,78,F
3D61534A219D8,121,F
3D61534A219D7,92,F
3D61534A219D6,144,F
3D61534A219D4,95,F
3D61534A219D3,143,F
3D61534A219D2,105,F
3D61534A219D1,97,F
3D61534A219D0,85,F
3D61534A219CF,106,F
3D61534A219CE,105,F
3D61534A219CD,143,F
3D61534A219CC,112,F
3D61534A219CB,132,F
3D61534A219CA,97,F
3D61534A219C9,173,F
3D61534A219C8,117,F
3D61534A219C7,134,F
3D61534A219C6,138,F
3D61534A219C5,114,F
3D61534A219C4,102,F
3D61534A219C3,54,F
3D61534A219C2,101,F
3D61534A219C1,113,F
3D61534A219BF,91,F
3D61534A219BE,147,F
3D61534A219BD,130,F
3D61534A219BB,111,F
3D61534A219BA,92,F
3D61534A219B9,113,F
3D61534A219B8,123,F
3D61534A219B7,101,F
3D61534A219B6,146,F
3D61534A219B5,154,F
3D61534A219B4,144,F
3D61534A219B3,136,F
3D61534A219B2,107,F
3D61534A219B1,85,F
3D61534A219B0,90,F
3D61534A219AF,154,F
3D61534A219AD,91,F
3D61534A219AC,92,F
3D61534A219AB,92,F
3D61534A219AA,111,F
3D61534A219A9,121,F
3D61534A219A8,96,F
3D61534A219A7,135,F
3D61534A219A6,94,F
3D61534A219A5,105,F
3D61534A219A4,104,F
3D61534A219A3,94,F
3D61534A219A2,113,F
3D61534A219A1,136,F
3D61534A219A0,98,F
3D61534A2199F,93,F
3D61534A2199E,129,F
3D61534A2199C,86,F
3D61534A2199B,135,F
3D61534A2199A,86,F
3D61534A21999,111,F
3D61534A21998,101,F
3D61534A21997,82,F
3D61534A21996,74.5,F
3D61534A21995,83,F
3D61534A21993,101,F
3D61534A21992,113,F
3D61534A21991,82,F
3D61534A21990,123,F
3D61534A2198F,143,F
3D61534A2198E,96,F
3D61534A2198D,126,F
3D61534A2198C,173,F
3D61534A2198B,101,F
3D61534A2198A,154,F
3D61534A21989,90,F
3D61534A21988,144,F
3D61534A21987,93,F
3D61534A21986,181,F
3D61534A21985,96,F
3D61534A21984,140,F
3D61534A21983,168,F
3D61534A21982,126,F
3D61534A21981,112,F
3D61534A21980,101,F
3D61534A2197F,145,F
3D61534A2197E,108,F
3D61534A2197D,106,F
3D61534A2197C,154,F
3D61534A2197B,95,F
3D61534A2197A,93,F
3D61534A21979,81,F
3D61534A21978,77,F
3D61534A21977,152,F
3D61534A21976,93,F
3D61534A21975,83,F
3D61534A21974,150,F
3D61534A21973,87,F
3D61534A21972,89,F
3D61534A21971,129,F
3D61534A21970,85,F
3D61534A2196F,142,F
3D61534A2196E,136,F
3D61534A2196D,155,F
3D61534A2196C,115,F
3D61534A2196B,79,F
3D61534A2196A,118,F
3D61534A21969,108,F
3D61534A21968,86,F
3D61534A21967,131,F
3D61534A21966,80,F
3D61534A21965,86,F
3D61534A21964,144,F
3D61534A21963,122,F
3D61534A21962,96,F
3D61534A21961,143,F
3D61534A21960,85,F
3D61534A2195F,91,F
3D61534A2195E,147,F
3D61534A2195D,46,F
3D61534A2195B,74,F
3D61534A2195A,96,F
3D61534A21959,101,F
3D61534A21958,133,F
3D61534A21957,87,F
3D61534A21955,148,F
3D61534A21954,167,F
3D61534A21953,104,F
3D61534A21952,100,F
3D61534A21951,131,F
3D61534A21950,190,F
3D61534A2194F,94,F
3D61534A2194E,82,F
3D61534A2194D,139,F
3D61534A2194C,83,F
3D61534A2194B,76,F
3D61534A2194A,80,F
3D61534A21949,99,F
3D61534A21948,101,F
3D61534A21947,74,F
3D61534A21946,120,F
3D61534A21945,90,F
3D61534A21944,139,F
3D61534A21943,131,F
3D61534920CC5,105.5,F
3D61534920CC4,121,F
3D61534920CC3,151.5,F
3D61534920CC1,165,F
3D61534920CC0,104,F
3D61534920CBC,104.5,F
3D61534920CBB,161,F
3D61534920CBA,141,F
3D61534920CB8,60,F
3D61534920CB7,133,F
3D61534920CB6,126,F
3D61534920CB4,134,F
3D61534920CB3,108,F
3D61534920CAF,145,F
3D61534920CAE,165,F
3D61534920CAD,58,F
3D61534920CAB,95,F
3D61534920CA9,140,F
3D61534920CA8,114,F
3D61534920CA5,52,F
3D61534920CA4,84.5,F
3D61534920CA3,146,F
3D61534920CA2,168,F
3D61534920CA1,121,F
3D61534920C9F,148,F
3D61534920C9E,77.6,F
3D61534920C9C,102.5,F
3D61534920C9B,158,F
3D61534920C9A,158.5,F
3D61534920C98,135.5,F
3D61534920C97,134,F
3D61534920C96,102.5,F
3D61534920C93,130,F
3D61534920C92,113,F
3D61534920C91,115,F
3D61534920C90,122.5,F
3D61534920C8E,164,F
3D61534920C8C,147.5,F
3D61534920C8B,166,F
3D61534920C85,129,F
3D61534920C83,55,F
3D61534920C82,88.5,F
3D61534920C81,160.3,F
3D61534920C80,87.5,F
3D61534920C7F,93.5,F
3D61534920C7D,177,F
3D61534920C7C,174,F
3D61534920C7A,130,F
3D61534920C79,138,F
3D61534920C78,55,F
3D61534920C77,85,F
3D61534920C76,160.5,F
3D61534920C75,112.5,F
3D61534920C74,89.5,F
3D61534920C73,116.5,F
3D61534920C72,161.5,F
3D61534920C71,101,F
3D61534920C70,118.5,F
3D61534920C6F,89,F
3D61534920C6A,112,F
3D61534920C69,94,F
3D61534920C66,104,F
3D61534920C65,122,F
3D61534920C64,142.5,F
3D61534920C63,158,F
3D615343DBF56,78,F
3D615343DBF2A,101,F
3D615343DBF15,88,F
3D615343DBE8B,89,F
3D615343DBE69,120.5,F
3D615343DBE5A,98,F
3D615343DBE40,112,F
3D600181F315E,86,F
3D504A8185792,97,F
3D504A8181CEA,132,F
3D504A8181A56,144,F
3D504A818177A,106,F
3D504A817F8FF,155,F
3D504A817E586,142,F
3843515DC8B1A,106,F
3843515DC8B19,130,F
3843515DC8B12,98,F
3843515DC8AEA,105,F
3843515DC8AB7,111,F
384349EBB108C,87,F
384349EBB1089,79,F
384349EBB1040,99.5,F
384349EBB102A,94,F
384349EBB1010,129,F
384349EBB1004,107,F
384349EBB0FFE,60.5,F
384349EBB0FF6,104,F
384349EBB0F6A,100,F
384349EBB0F41,103,F
384349EB9CC33,111,F
384349EB937F5,91,F
384349EA85861,114,F
