DiscTag,sex,length
3D61534A23681,F,97
3D61534A23684,F,154
3D61534A23685,F,96
3D61534A23686,F,81.5
3D61534A23688,F,81
3D61534A2368B,F,84
3D61534A2368D,F,130
3D61534A2368E,F,128
3D61534A2368F,F,87
3D61534A23696,F,83
3D61534A23698,F,82
3D61534A23699,F,107
3D61534A2369D,F,154
3D61534A236A3,F,163
3D61534A236AD,F,135
3D61534A236AF,F,85
3D61534A236B1,F,113
3D61534A236B2,F,101
3D61534A236B8,F,134
3D61534A236BA,F,130
3D61534A236BD,F,112
3D61534A236C0,F,108
3D61534A236C2,F,117
3D61534A236C6,F,112
3D61534A236C7,F,80
3D61534A236CC,F,140
3D61534A236CE,F,102
3D61534A236CF,F,115
3D61534A236D9,F,100
3D61534A236DA,F,82
3D61534A236DD,F,90
3D61534A236E5,F,101
3D61534A236EB,F,97
3D61534A236EE,F,95
3D61534A236F2,F,102
3D61534A236F5,F,142
3D61534A71039,F,178
3D61534A7103A,F,87
3D61534A7103B,F,161
3D61534A7103C,F,98
3D61534A7103E,F,88
3D61534A7103F,F,126
3D61534A71040,F,77
3D61534A71041,F,117
3D61534A71043,F,89
3D61534A71044,F,152
3D61534A71045,F,88
3D61534A71047,F,159
3D61534A71048,F,123
3D61534A71049,F,101
3D61534A7104A,F,150
3D61534A7104B,F,156
3D61534A7104C,F,117
3D61534A7104D,F,121
3D61534A71050,F,96
3D61534A71051,F,124
3D61534A71052,F,91
3D61534A71053,F,89
3D61534A71054,F,134
3D61534A71055,F,136
3D61534A71057,F,151
3D61534A71059,F,95
3D61534A7105B,F,120
3D61534A7105C,F,106
3D61534A7105D,F,95
3D61534A7105F,F,157
3D61534A71060,F,66
3D61534A71061,F,100
3D61534A71062,F,96
3D61534A71063,F,127
3D61534A71064,F,94
3D61534A71069,F,90
3D61534A7106A,F,95
3D61534A7106D,F,76
3D61534A7106E,F,115
3D61534A7106F,F,166
3D61534A71070,F,98
3D61534A71071,F,136
3D61534A71072,F,95
3D61534A71073,F,117
3D61534A71074,F,134
3D61534A71075,F,162
3D61534A71076,F,131
3D61534A71078,F,101
3D61534A71079,F,169
3D61534A7107A,F,88
3D61534A7107B,F,120
3D61534A7107D,F,100
3D61534A7107E,F,159
3D61534A71080,F,98
3D61534A71081,F,119
3D61534A71083,F,127
3D61534A71084,F,154
3D61534A71085,F,128
3D61534A71086,F,125
3D61534A71087,F,124
3D61534A71088,F,118
3D61534A71089,F,86
3D61534A7108B,F,138
3D61534A7108C,F,101
3D61534A7108D,F,101
3D61534A7108E,F,148
3D61534A71092,F,114
3D61534A71093,F,89
3D61534A71095,F,121
3D61534A71096,F,141
3D61534A71097,F,115
3D61534A71099,F,123
3D61534A7109A,F,102
3D61534A7109B,F,86
3D61534A7109C,F,120
3D61534A7109D,F,133
3D61534A7109E,F,50
3D61534A7109F,F,120
3D61534A710A0,F,103
3D61534A710A1,F,163
3D61534A710A2,F,99
3D61534A710A3,F,123
3D61534A710A4,F,147
3D61534A710A5,F,94
3D61534A710A6,F,99
3D61534A710A7,F,160
3D61534A710A8,F,106
3D61534A710A9,F,137
3D61534A710AA,F,90
3D61534A710AB,F,162
3D61534A710AC,F,96
3D61534A710AD,F,62
3D61534A710AE,F,141
3D61534A710AF,F,99
3D61534A710B0,F,41
3D61534A710B1,F,94
3D61534A710B2,F,132
3D61534A710B3,F,110
3D61534A710B4,F,135
3D61534A710B5,F,132
3D61534A710B6,F,144
3D61534A710B7,F,94
3D61534A710B8,F,113
3D61534A710B9,F,134
3D61534A710BA,F,164
3D61534A710BB,F,134
3D61534A710BC,F,172
3D61534A710BD,F,124
3D61534A710BE,F,104
3D61534A710BF,F,92
3D61534A710C0,F,140
3D61534A710C1,F,96
3D61534A710C2,F,117
3D61534A710C3,F,87
3D61534A710C4,F,190
3D61534A710C5,F,88
3D61534A710C6,F,200
3D61534A710C7,F,132
3D61534A710C8,F,116
3D61534A710C9,F,99
3D61534A710CA,F,177
3D61534A710CB,F,117
3D61534A710CC,F,80
3D61534A710CE,F,156
3D61534A710CF,F,80
3D61534A710D0,F,86
3D61534A710D1,F,147
3D61534A710D2,F,166
3D61534A710D3,F,104
3D61534A710D4,F,100
3D61534A710D5,F,113
3D61534A710D6,F,107
3D61534A710D7,F,82
3D61534A710D8,F,155
3D61534A710D9,F,153
3D61534A710DA,F,151
3D61534A710DB,F,125
3D61534A710DC,F,88
3D61534A710DD,F,80
3D61534A710DE,F,89
3D61534A710DF,F,94
3D61534A710E0,F,94
3D61534A710E1,F,87
3D61534A710E2,F,90
3D61534A710E3,F,140
3D61534A710E4,F,45
3D61534A710E5,F,83
3D61534A710E6,F,111
3D61534A710E7,F,138
3D61534A710E8,F,146
3D61534A710E9,F,136
3D61534A710EB,F,139
3D61534A710EC,F,115
3D61534A710ED,F,123
3D61534A710EE,F,82
3D61534A710EF,F,44
3D61534A710F0,F,74
3D61534A710F1,F,100
3D61534A710F2,F,86
3D61534A710F3,F,144
3D61534A710F4,F,134
3D61534A710F5,F,171
3D61534A710F6,F,180
3D61534A710F7,F,167
3D61534A710F8,F,83
3D61534A710F9,F,116
3D61534A710FA,F,108
3D61534A710FB,F,87
3D61534A710FC,F,86
3D61534A710FD,F,122
3D61534A710FE,F,105
3D61534A710FF,F,43
3D61534A71100,F,86
3D61534B140F5,F,91
3D61534B140F6,F,95
3D61534B140F7,F,93
3D61534B140F9,F,120
3D61534B140FA,F,111
3D61534B140FB,F,159
3D61534B140FC,F,163
3D61534B140FD,F,99
3D61534B140FE,F,97
3D61534B140FF,F,97
3D61534B14100,F,168
3D61534B14101,F,147
3D61534B14102,F,112
3D61534B14103,F,97
3D61534B14104,F,93
3D61534B14105,F,101
3D61534B14106,F,96
3D61534B14107,F,174
3D61534B14108,F,98
3D61534B14109,F,71
3D61534B1410A,F,175
3D61534B1410B,F,139
3D61534B1410C,F,89
3D61534B1410D,F,89
3D61534B1410E,F,100
3D61534B1410F,F,100
3D61534B14110,F,107
3D61534B14111,F,93
3D61534B14112,F,95
3D61534B14113,F,151
3D61534B14114,F,103
3D61534B14115,F,129
3D61534B14116,F,98
3D61534B14117,F,108
3D61534B14118,F,173
3D61534B14119,F,103
3D61534B1411A,F,133
3D61534B1411C,F,91
3D61534B1411D,F,108
3D61534B1411E,F,139
3D61534B1411F,F,96
3D61534B14121,F,115
3D61534B14122,F,91
3D61534B14123,F,90
3D61534B14124,F,153
3D61534B14125,F,98
3D61534B14126,F,150
3D61534B14127,F,102
3D61534B14128,F,153
3D61534B14129,F,188
3D61534B1412A,F,85
3D61534B1412B,F,110
3D61534B1412C,F,91
3D61534B1412D,F,107
3D61534B1412E,F,139
3D61534B1412F,F,114
3D61534B14130,F,90
3D61534B14131,F,83
3D61534B14132,F,122
3D61534B14133,F,158
3D61534B14134,F,104
3D61534B14135,F,111
3D61534B14136,F,97
3D61534B14137,F,96
3D61534B14138,F,96
3D61534B14139,F,90
3D61534B1413A,F,80
3D61534B1413B,F,87
3D61534B1413C,F,131
3D61534B1413E,F,94
3D61534B1413F,F,128
3D61534B14140,F,85
3D61534B14141,F,136
3D61534B14142,F,110
3D61534B14143,F,101
3D61534B14144,F,100
3D61534B14145,F,98
3D61534B14146,F,129
3D61534B14147,F,133
3D61534B14148,F,110
3D61534B14149,F,99
3D61534B1414A,F,101
3D61534B1414B,F,142
3D61534B1414C,F,151
3D61534B1414D,F,61
3D61534B1414E,F,82
3D61534B1414F,F,128
3D61534B14150,F,87
3D61534B14151,F,99
3D61534B14152,F,57
3D61534B14153,F,99
3D61534B14154,F,141
3D61534B14155,F,92
3D61534B14156,F,136
3D61534B14157,F,100
3D61534B14158,F,149
3D61534B14159,F,155
3D61534B1415A,F,106.5
3D61534B1415B,F,98
3D61534B1415D,F,101.5
3D61534B1415E,F,90
3D61534B1415F,F,92
3D61534B14160,F,94
3D61534B14161,F,112
3D61534B14162,F,129
3D61534B14164,F,147
3D61534B14165,F,142
3D61534B14166,F,103
3D61534B14168,F,50.5
3D61534B14169,F,135
3D61534B1416A,F,108.5
3D61534B1416B,F,82.5
3D61534B1416C,F,102
3D61534B1416F,F,94
3D61534B14171,F,128
3D61534B14172,F,132.5
3D61534B14173,F,103
3D61534B14174,F,93
3D61534B14176,F,154
3D61534B14177,F,155
3D61534B14178,F,92
3D61534B14179,F,167
3D61534B1417B,F,90
3D61534B1417C,F,144
3D61534B1417D,F,106
3D61534B1417E,F,138.5
3D61534B1417F,F,133
3D61534B14180,F,140
3D61534B14181,F,165
3D61534B14182,F,90
3D61534B14183,F,86
3D61534B14184,F,128
3D61534B14185,F,161
3D61534B14186,F,189
3D61534B14187,F,84
3D61534B14189,F,134
3D61534B1418A,F,100
3D61534B1418B,F,91
3D61534B1418D,F,115
3D61534B1418E,F,94
3D61534B1418F,F,127
3D61534B14190,F,157
3D61534B14192,F,54
3D61534B14193,F,86
3D61534B14195,F,128
3D61534B14196,F,137.5
3D61534B14197,F,117.5
3D61534B14198,F,130.5
3D61534B14199,F,127.5
3D61534B1419C,F,98
3D61534B1419D,F,110
3D61534B1419F,F,132.5
3D61534B141A0,F,90
3D61534B141A1,F,98
3D61534B141A2,F,101
3D61534B141A3,F,128
3D61534B141A4,F,143.5
3D61534B141A5,F,90
3D61534B141A6,F,137
3D61534B141A7,F,101
3D61534B141A8,F,89
3D61534B141A9,F,74
3D61534B141AA,F,109.5
3D61534B141AB,F,145
3D61534B141AC,F,85.5
3D61534B141AD,F,102
3D61534B141B0,F,85
3D61534B141B1,F,158
3D61534B141B2,F,146
3D61534B141B3,F,94
3D61534B141B4,F,156
3D61534B141B6,F,134
3D61534B141B7,F,106
3D61534B141B8,F,103.5
3D61534B141B9,F,141
3D61534B141BA,F,66.2
3D61534B141BB,F,96
3D61534B141BF,F,85
3D61534B141C1,F,82.5
3D61534B141C4,F,88
3D61534B141C5,F,104
3D61534B141C6,F,165
3D61534B141C7,F,149
3D61534B141C8,F,82
3D61534B141CF,F,91
3D61534B141D1,F,92
3D61534B141D2,F,108
3D61534B141D5,F,134
3D61534B141DC,F,124
3D61534B141DD,F,99
3D61534B141DF,F,90
3D61534B141E0,F,98.5
3D61534B141E1,F,110.5
3D61534B141E2,F,89
3D61534B141E5,F,163.5
3D61534B141E8,F,172.5
3D61534B141EB,F,90
3D61534B141EC,F,91
3D61534B141ED,F,154
3D61534B141EF,F,90
3D61534B141F0,F,52
3D61534B141F1,F,100
3D61534B141F3,F,96
3D61534B141F4,F,43
3D61534B141F5,F,193
3D61534B141FB,F,111
3D61534B141FD,F,124
3D61534B141FE,F,113
3D61534B141FF,F,95.5
3D61534B14200,F,109
3D61534B14201,F,102
3D61534B14203,F,80
3D61534B14204,F,93.5
3D61534B14205,F,95
3D61534B14206,F,102
3D61534B14207,F,88
3D61534B14208,F,114.5
3D61534B1420A,F,84
3D61534B1420B,F,117
3D61534B1420D,F,143
3D61534B1420E,F,99
3D61534B14210,F,180.5
3D61534B14211,F,53
3D61534B14212,F,86
3D61534B14213,F,144.5
3D61534B14214,F,57.5
3D61534B14215,F,101
3D61534B14218,F,89
3D61534B14219,F,114
3D61534B1421A,F,125
3D61534B1421E,F,138.5
3D61534B14220,F,112
3D61534B14221,F,107.5
3D61534B14223,F,100
3D61534B14225,F,95.5
3D61534B14226,F,127
3D61534B14227,F,98
3D61534B14228,F,109
3D61534B14229,F,107
3D61534B1422A,F,144.5
3D61534B1422B,F,103
3D61534B1422C,F,94
3D61534B14230,F,128.5
3D61534B14231,F,93.5
3D61534B14233,F,83.5
3D61534B14235,F,111
3D61534B14236,F,52
3D61534B14237,F,106
3D61534B14238,F,130
3D61534B14239,F,137
3D61534B1423A,F,154
3D61534B1423B,F,112.5
3D61534B1423C,F,137.5
3D61534B1423D,F,116
3D61534B1423E,F,125
3D61534B14240,F,104.5
3D61534B14241,F,97
3D61534B14242,F,118
3D61534B14243,F,82
3D61534B14244,F,84.5
3D61534B14245,F,125
3D61534B14246,F,119.5
3D61534B14247,F,54.5
3D61534B14248,F,107
3D61534B14249,F,96
3D61534B1424A,F,105
3D61534B1424B,F,157
3D61534B1424C,F,116
3D61534B1424D,F,107
3D61534B1424F,F,163
3D61534B14250,F,119.5
3D61534B14252,F,126.5
3D61534B14253,F,90.5
3D61534B14255,F,143
3D61534B14256,F,116
3D61534B14259,F,54.5
3D61534B1425B,F,111
3D61534B1425C,F,101
3D61534B1425D,F,98
3D61534B1425E,F,139
3D61534B1425F,F,100
3D61534B14260,F,102
3D61534B14262,F,170
3D61534B14263,F,106
3D61534B14265,F,136
3D61534B14266,F,109
3D61534B14267,F,84
3D61534B14268,F,108.5
3D61534B1426B,F,157.5
3D61534B1426C,F,96
3D61534B1426D,F,92
3D61534B1426E,F,100.5
3D61534B1426F,F,96.5
3D61534B14270,F,133
3D61534B14273,F,92.5
3D61534B14275,F,94
3D61534B14276,F,136
3D61534B14277,F,122
3D61534B14279,F,160
3D61534B1427B,F,56
3D61534B1427D,F,92
3D61534B1427E,F,57.5
3D61534B1427F,F,103.5
3D61534B14280,F,148
3D61534B14281,F,98
3D61534B14282,F,144.5
3D61534B14283,F,100
3D61534B14284,F,95.5
3D61534B142A7,F,131
3D61534B1434E,F,99
3D61534B1434F,F,158
3D61534B14350,F,88
3D61534B14351,F,151
3D61534B14352,F,78.5
3D61534B14353,F,80
3D61534B14354,F,86
3D61534B14355,F,118.5
3D61534B14356,F,94
3D61534B14357,F,79
3D61534B14358,F,157.5
3D61534B14359,F,109.5
3D61534B1435B,F,88.5
3D61534B1435C,F,98.5
3D61534B1435D,F,163
3D61534B1435E,F,135
3D61534B1435F,F,161
3D61534B14360,F,134
3D61534B14361,F,89
3D61534B14362,F,94
3D61534B14363,F,99.5
3D61534B14364,F,192
3D61534B14365,F,96
3D61534B14366,F,190
3D61534B14367,F,90.5
3D61534B14368,F,76
3D61534B14369,F,89
3D61534B1436A,F,170
3D61534B1436B,F,92.5
3D61534B1436C,F,56
3D61534B1436D,F,87
3D61534B1436E,F,134
3D61534B1436F,F,91
3D61534B14370,F,88
3D61534B14371,F,115
3D61534B14373,F,129
3D61534B14374,F,98
3D61534B14375,F,165
3D61534B14376,F,107.5
3D61534B14377,F,75
3D61534B14378,F,103
3D61534B14379,F,131
3D61534B1437A,F,107
3D61534B1437B,F,122
3D61534B1437C,F,74
3D61534B1437D,F,90.5
3D61534B1437E,F,78
3D61534B1437F,F,97.5
3D61534B14380,F,101
3D61534B14381,F,96
3D61534B14382,F,120
3D61534B14383,F,105
3D61534B14384,F,167
3D61534B14385,F,58.5
3D61534B14386,F,128
3D61534B14387,F,104
3D61534B14388,F,140
3D61534B14389,F,102.5
3D61534B1438A,F,116
3D61534B1438B,F,220
3D61534B1438C,F,77
3D61534B1438D,F,90
3D61534B1438E,F,102.5
3D61534B1438F,F,130
3D61534B14390,F,104
3D61534B14391,F,78
3D61534B14392,F,139.5
3D61534B14393,F,85.5
3D61534B14394,F,96
3D61534B14395,F,94
3D61534B14396,F,173
3D61534B14397,F,99
3D61534B14398,F,80
3D61534B14399,F,152.5
3D61534B1439A,F,138
3D61534B1439B,F,87
3D61534B1439C,F,94
3D61534B1439D,F,139
3D61534B1439E,F,121
3D61534B1439F,F,71.5
3D61534B143A0,F,89
3D61534B143A1,F,146
3D61534B143A2,F,104
3D61534B143A3,F,101
3D61534B143A4,F,94
3D61534B143A6,F,138.5
3D61534B143A7,F,98
3D61534B143A8,F,39.5
3D61534B143A9,F,109
3D61534B143AB,F,55.5
3D61534B143AC,F,145.5
3D61534B143AD,F,121.5
3D61534B143AE,F,94
3D61534B143AF,F,105
3D61534B143B0,F,89
3D61534B143B1,F,90
3D61534B143B2,F,230
3D61534B143B3,F,129
3D61534B143B4,F,82
3D61534B143B5,F,139
3D61534B143B8,F,114
3D61534B143B9,F,87
3D61534B143BA,F,80
3D61534B143BC,F,56
3D61534B143BE,F,98
3D61534B143C1,F,111
3D61534B143C6,F,146
3D61534B143C7,F,137
3D61534B143CA,F,99
3D61534B143CB,F,101
3D61534B143CC,F,137
3D61534B143D0,F,104
3D61534B143D1,F,125
3D61534B143D4,F,102
3D61534B143D5,F,97
3D61534B143D6,F,90
3D61534B143DA,F,101
3D61534B143DB,F,108
3D61534B143DC,F,77.5
3D61534B143DD,F,80
3D61534B143DF,F,93
3D61534B143E1,F,93
3D61534B143E4,F,130
3D61534B143E5,F,98
3D61534B143E6,F,100
3D61534B143E7,F,99
3D61534B143E8,F,132
3D61534B143EA,F,100
3D61534B143EB,F,139
3D61534B143ED,F,101
3D61534B143EE,F,111
3D61534B143F1,F,99
3D61534B143F3,F,144
3D61534B143F4,F,92
3D61534B143F6,F,129
3D61534B143F7,F,156
3D61534B143F9,F,103
3D61534B143FA,F,108
3D61534B143FB,F,83
3D61534B143FD,F,111
3D61534B143FE,F,91
3D61534B143FF,F,107
3D61534B14400,F,139
3D61534B14405,F,93
3D61534B14406,F,92
3D61534B14407,F,98.5
3D61534B14408,F,103
3D61534B14409,F,54
3D61534B1440A,F,118
3D61534B1440B,F,85
3D61534B1440E,F,160
3D61534B1440F,F,92
3D61534B14412,F,94
3D61534B14413,F,109
3D61534B14415,F,101
3D61534BAAEE6,F,107
3D61534BAAEE7,F,137
3D61534BAAEE8,F,95
3D61534BAAEE9,F,95
3D61534BAAEEA,F,84
3D61534BAAEEB,F,106
3D61534BAAEEC,F,93
3D61534BAAEED,F,109
3D61534BAAEEE,F,85
3D61534BAAEEF,F,85.5
3D61534BAAEF0,F,58
3D61534BAAEF1,F,136
3D61534BAAEF2,F,60
3D61534BAAEF3,F,154
3D61534BAAEF4,F,138
3D61534BAAEF5,F,130
3D61534BAAEF6,F,85
3D61534BAAEF7,F,115
3D61534BAAEF8,F,105
3D61534BAAEF9,F,52
3D61534BAAEFA,F,100
3D61534BAAEFB,F,108
3D61534BAAEFC,F,84
3D61534BAAEFD,F,108
3D61534BAAEFE,F,159.5
3D61534BAAEFF,F,86
3D61534BAAF00,F,82
3D61534BAAF01,F,151
3D61534BAAF02,F,103.5
3D61534BAAF03,F,96
3D61534BAAF04,F,126
3D61534BAAF05,F,154
3D61534BAAF06,F,110
3D61534BAAF07,F,101.5
3D61534BAAF08,F,99
3D61534BAAF09,F,95
3D61534BAAF0A,F,93
3D61534BAAF0B,F,174
3D61534BAAF0C,F,140.5
3D61534BAAF0D,F,105
3D61534BAAF0E,F,96
3D61534BAAF0F,F,101
3D61534BAAF10,F,100.5
3D61534BAAF11,F,148
3D61534BAAF12,F,64
3D61534BAAF14,F,100
3D61534BAAF15,F,89
3D61534BAAF16,F,110
3D61534BAAF18,F,117
3D61534BAAF19,F,106
3D61534BAAF1A,F,160.5
3D61534BAAF1B,F,74
3D61534BAAF1C,F,90
3D61534BAAF1D,F,97.5
3D61534BAAF1E,F,139
3D61534BAAF1F,F,108
3D61534BAAF20,F,82
3D61534BAAF22,F,85
3D61534BAAF23,F,91
3D61534BAAF24,F,152
3D61534BAAF25,F,93
3D61534BAAF26,F,91
3D61534BAAF27,F,82
3D61534BAAF28,F,84
3D61534BAAF29,F,78.5
3D61534BAAF2A,F,84.5
3D61534BAAF2B,F,101
3D61534BAAF2C,F,98
3D61534BAAF2D,F,105
3D61534BAAF2E,F,133
3D61534BAAF2F,F,98
3D61534BAAF30,F,132.5
3D61534BAAF31,F,93.5
3D61534BAAF32,F,153
3D61534BAAF34,F,98
3D61534BAAF35,F,108
3D61534BAAF36,F,157
3D61534BAAF37,F,109
3D61534BAAF38,F,132
3D61534BAAF39,F,163
3D61534BAAF3A,F,86.5
3D61534BAAF3B,F,142
3D61534BAAF3C,F,123
3D61534BAAF3D,F,125
3D61534BAAF3F,F,91
3D61534BAAF40,F,96
3D61534BAAF41,F,94
3D61534BAAF42,F,80
3D61534BAAF43,F,98
3D61534BAAF44,F,139
3D61534BAAF45,F,130
3D61534BAAF46,F,131
3D61534BAAF47,F,108.5
3D61534BAAF48,F,135
3D61534BAAF49,F,130
3D61534BAAF4A,F,68.5
3D61534BAAF4B,F,75
3D61534BAAF4C,F,111
3D61534BAAF4D,F,81
3D61534BAAF4F,F,149
3D61534BAAF50,F,129
3D61534BAAF51,F,156
3D61534BAAF52,F,105
3D61534BAAF53,F,142
3D61534BAAF54,F,172
3D61534BAAF55,F,122
3D61534BAAF56,F,77
3D61534BAAF57,F,130
3D61534BAAF58,F,130
3D61534BAAF59,F,91
3D61534BAAF5A,F,101
3D61534BAAF5B,F,150
3D61534BAAF5C,F,97
3D61534BAAF5D,F,83
3D61534BAAF5E,F,149
3D61534BAAF5F,F,94
3D61534BAAF60,F,98
3D61534BAAF61,F,98
3D61534BAAF62,F,122
3D61534BAAF63,F,92
3D61534BAAF64,F,125
3D61534BAAF65,F,130
3D61534BAAF66,F,158
3D61534BAAF67,F,103
3D61534BAAF68,F,103
3D61534BAAF69,F,48.5
3D61534BAAF6A,F,107
3D61534BAAF6B,F,78
3D61534BAAF6C,F,93
3D61534BAAF6D,F,102
3D61534BAAF6E,F,100
3D61534BAAF6F,F,88
3D61534BAAF70,F,55
3D61534BAAF71,F,88
3D61534BAAF72,F,103
3D61534BAAF73,F,78
3D61534BAAF74,F,93
3D61534BAAF75,F,91
3D61534BAAF76,F,140
3D61534BAAF77,F,89
3D61534BAAF78,F,99
3D61534BAAF79,F,126
3D61534BAAF7A,F,106
3D61534BAAF7B,F,107
3D61534BAAF7C,F,58
3D61534BAAF7D,F,97
3D61534BAAF7E,F,92
3D61534BAAF7F,F,156
3D61534BAAF80,F,117
3D61534BAAF81,F,116
3D61534BAAF82,F,107
3D61534BAAF83,F,98
3D61534BAAF84,F,112
3D61534BAAF85,F,156
3D61534BAAF86,F,89
3D61534BAAF87,F,90
3D61534BAAF88,F,103
3D61534BAAF89,F,141
3D61534BAAF8A,F,115
3D61534BAAF8B,F,90
3D61534BAAF8C,F,76
3D61534BAAF8D,F,114
3D61534BAAF8E,F,105
3D61534BAAF8F,F,178
3D61534BAAF90,F,140
3D61534BAAF91,F,161
3D61534BAAF92,F,107.5
3D61534BAAF93,F,133
3D61534BAAF94,F,152
3D61534BAAF95,F,109
3D61534BAAF96,F,135
3D61534BAAF97,F,137
3D61534BAAF98,F,103
3D61534BAAF99,F,87
3D61534BAAF9A,F,101
3D61534BAAF9B,F,142
3D61534BAAF9C,F,78.5
3D61534BAAF9D,F,87
3D61534BAAF9E,F,83
3D61534BAAF9F,F,170
3D61534BAAFA0,F,82
3D61534BAAFA1,F,144
3D61534BAAFA2,F,202
3D61534BAAFA3,F,56
3D61534BAAFA4,F,81
3D61534BAAFA5,F,154
3D61534BAAFA6,F,102
3D61534BAAFA7,F,92.5
3D61534BAAFA8,F,95
3D61534BAAFA9,F,106
3D61534BAAFAB,F,159
3D61534BAAFAC,F,82
3D61534BAAFAD,F,98
3D61534BAB012,F,105
3D61534BAB014,F,143
3D61534BAB015,F,80
3D61534BAB016,F,112
3D61534BAB017,F,56
3D61534BAB019,F,95.5
3D61534BAB01A,F,89
3D61534BAB01B,F,80
3D61534BAB01C,F,99.5
3D61534BAB01D,F,53
3D61534BAB01F,F,127
3D61534BAB020,F,99.5
3D61534BAB021,F,149
3D61534BAB022,F,82
3D61534BAB023,F,119
3D61534BAB024,F,78
3D61534BAB025,F,112
3D61534BAB026,F,112
3D61534BAB027,F,72
3D61534BAB028,F,98
3D61534BAB029,F,87
3D61534BAB02A,F,88
3D61534BAB02B,F,188
3D61534BAB02C,F,172
3D61534BAB02D,F,102.5
3D61534BAB02E,F,116
3D61534BAB02F,F,106
3D61534BAB030,F,129
3D61534BAB031,F,118
3D61534BAB032,F,123
3D61534BAB033,F,148
3D61534BAB034,F,132
3D61534BAB035,F,79
3D61534BAB036,F,52
3D61534BAB037,F,110
3D61534BAB038,F,154
3D61534BAB039,F,104.5
3D61534BAB03A,F,155
3D61534BAB03B,F,110
3D61534BAB03C,F,173
3D61534BAB03D,F,102
3D61534BAB03E,F,120
3D61534BAB03F,F,95
3D61534BAB040,F,101
3D61534BAB041,F,98
3D61534BAB042,F,94
3D61534BAB043,F,96
3D61534BAB044,F,120
3D61534BAB045,F,150
3D61534BAB046,F,117
3D61534BAB047,F,152.5
3D61534BAB048,F,99
3D61534BAB049,F,90.5
3D61534BAB04A,F,109
3D61534BAB04B,F,84
3D61534BAB04C,F,128
3D61534BAB04D,F,126
3D61534BAB04E,F,55
3D61534BAB04F,F,94
3D61534BAB050,F,117.5
3D61534BAB051,F,98
3D61534BAB052,F,202
3D61534BAB053,F,102.5
3D61534BAB054,F,144
3D61534BAB055,F,147
3D61534BAB056,F,111
3D61534BAB057,F,97
3D61534BAB058,F,144
3D61534BAB059,F,108
3D61534BAB05A,F,131
3D61534BAB05B,F,138
3D61534BAB05C,F,57
3D61534BAB05D,F,92.5
3D61534BAB05E,F,150
3D61534BAB05F,F,106
3D61534BAB060,F,127.5
3D61534BAB061,F,56
3D61534BAB062,F,79
3D61534BAB063,F,113
3D61534BAB064,F,90
3D61534BAB065,F,102
3D61534BAB066,F,99
3D61534BAB067,F,98
3D61534BAB068,F,208.5
3D61534BAB069,F,98
3D61534BAB06A,F,126
3D61534BAB06B,F,95
3D61534BAB06C,F,149
3D61534BAB06D,F,103
3D61534BAB06E,F,114
3D61534BAB06F,F,153
3D61534BAB070,F,98.5
3D61534BAB071,F,140
3D61534BAB072,F,132
3D61534BAB073,F,93
3D61534BAB074,F,147
3D61534BAB075,F,135
3D61534BAF815,F,93
3D61534BAF816,F,93
3D61534BAF817,F,93.5
3D61534BAF818,F,107.5
3D61534BAF819,F,88
3D61534BAF81A,F,51
3D61534BAF823,F,101
3D61534BAF825,F,100
3D61534BAF827,F,159.5
3D61534BAF82B,F,175
3D61534BAF82E,F,147
3D61534BAF82F,F,100
3D61534BAF831,F,111
3D61534BAF83D,F,120.5
3D61534BAF83E,F,87
3D61534BAF83F,F,187
3D61534BAF840,F,103
3D61534BAF841,F,156
3D61534BAF842,F,100.5
3D61534BAF846,F,94
3D61534BAF847,F,93.5
3D61534BAF848,F,102
3D61534BAF849,F,87
3D61534BAF84A,F,146
3D61534BAF84B,F,63.5
3D61534BAF84E,F,88.5
3D61534BAF84F,F,94
3D61534BAF852,F,152
3D61534BAF854,F,87.5
3D61534BAF857,F,105
3D61534BAF858,F,155.5
3D61534BAF85F,F,94
3D61534BAF861,F,84
3D61534BAF863,F,61.5
3D61534BAF866,F,117
3D61534BAF86A,F,104.5
3D61534BAF86F,F,115
3D61534BAF870,F,127
3D61534BAF871,F,61.5
3D61534BAF872,F,141
3D61534BAF873,F,93
3D61534BAF876,F,91.5
3D61534BAF8DC,F,83
3D61534BAF8DD,F,139
3D61534BAF8DE,F,144.5
3D61534BAF8DF,F,140
3D61534BAF8E0,F,120
3D61534BAF8E1,F,122
3D61534BAF8E2,F,51
3D61534BAF8E3,F,90
3D61534BAF8E4,F,139
3D61534BAF8E5,F,83
3D61534BAF8E6,F,92
3D61534BAF8E7,F,147.5
3D61534BAF8E8,F,112
3D61534BAF8E9,F,128
3D61534BAF8EA,F,92
3D61534BAF8EB,F,110
3D61534BAF8EC,F,77
3D61534BAF8ED,F,121.5
3D61534BAF8EE,F,67
3D61534BAF8EF,F,133
3D61534BAF8F0,F,137
3D61534BAF8F1,F,91
3D61534BAF8F2,F,100
3D61534BAF8F3,F,169
3D61534BAF8F4,F,103
3D61534BAF8F5,F,91
3D61534BAF8F6,F,105.5
3D61534BAF8F8,F,129
3D61534BAF8F9,F,138
3D61534BAF8FA,F,113.5
3D61534BAF8FB,F,118.5
3D61534BAF8FC,F,81
3D61534BAF8FD,F,146
3D61534BAF8FE,F,109
3D61534BAF8FF,F,113
3D61534BAF900,F,115
3D61534BAF901,F,94.5
3D61534BAF902,F,79
3D61534BAF903,F,82
3D61534BAF904,F,121
